date,Dealer_buy,Foreign_Investor_buy,Investment_Trust_buy,Dealer_sell,Foreign_Investor_sell,Investment_Trust_sell,MarginPurchaseBuy,MarginPurchaseSell,ShortSaleBuy,ShortSaleSell,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2013-03-21,-0.0487888388180464,0.16584245085942895,0.19833116863130107,0.191186524987165,-0.1654730023857913,0.15086727312581927,0.1113189665181298,0.14446540293087556,-0.5093585858303606,0.44927567354583736,0.13944324735475816,0.10187343348656222,-0.20786234824371613,-0.5107239822488712,3.481083145789876e-05,-0.21890970294537854,-0.2880796690623944,0.08762379752462893
2013-04-12,0.16988425136869634,0.44638882917611555,-0.38348530093398125,-0.46814962216590683,0.14362357985302607,0.38631684508746816,-0.5232713072437774,-0.44964376965856556,-0.2704151340295177,-0.36794322031543986,0.29542549061862133,0.3419798983143938,0.13637952291641875,0.3477913853804355,-0.12614382381931116,0.07026550501984224,-0.11440527958390267,0.24871134052086052
2013-05-03,0.10753984790712008,0.12747422100918984,0.21879922402673319,-0.031911369519744534,-0.14801890159475767,0.1259864382575897,0.029100356562356183,0.2759029429788114,0.2554534257163979,0.3651436995277921,0.28734798992755944,0.20506920845890053,-0.4680656098042334,-0.49829360747428963,-0.5176123418205815,-0.45006723064066206,0.4358380912298302,0.12505654412020273
2013-05-23,-0.06285304498463447,0.3718100986516881,0.02015327320223481,-0.2537711688750456,-0.15615446884496292,0.20815468304859475,0.03702873518433129,0.12952920323235534,0.2320616147908641,-0.42018669678885623,0.39286576235096043,0.37535729348788593,0.24829695609742636,0.11892599838825652,0.34210298060202393,0.31104306805969306,0.4210268333507343,0.338570089783795
2013-06-13,0.08215028770821617,-0.5966574754834593,-0.5691228874390157,0.355428272299625,-0.38196420934104525,-0.18790992813860968,-0.2648086832457155,-0.3056204691577985,-0.3142045226149683,-0.23068881740591185,-0.5000141458030307,-0.5156882175578352,-0.411321123826514,-0.37902081928373654,-0.282360882761547,-0.2613703060247739,-0.7003370537795963,-0.23734656592508888
2013-07-03,-0.02015252685479791,0.21467926156950934,0.27428146129599223,-0.1841904000465902,-0.05209429765115592,0.05703486352185211,0.18099580688095257,0.2267868519829031,-0.5952099437312867,0.17614639696037826,-0.10079820479112556,-0.10410472605893825,0.5731049743919409,0.5046232198600467,0.2372169614853592,0.24267763041895885,0.1030277848042031,-0.28231732276530763
2013-07-23,-0.1473083711728486,-0.4334226265364732,0.16725403058184463,-0.3618872400892285,0.6914623714156166,0.12521109766513133,0.16889592595017502,-0.42712922032044937,0.08800166526804569,-0.5720337532096093,-0.43119294397891966,-0.45632490012989635,-0.6585742936442053,-0.6761458593020964,-0.6265648030613188,-0.5879517751966334,-0.3796558588109462,-0.5180556165330933
2013-08-12,0.5616250629225322,-0.02410014812113595,-0.5483352461576134,0.4750722913273239,0.5994884205240596,0.20282044629561005,0.5578565963767368,-0.16505306136277925,0.451164171333403,0.24067023792151185,0.20262024517640975,0.16035033818935912,1.0540910475163274,1.056413570719351,1.1408156605067046,0.9447427445434384,0.13254754839461275,0.3083503104775652
2013-09-02,-0.5833914222714534,-0.5638464954766813,0.0676472912704191,-0.30019748170057065,0.31863519736500323,-0.06424456876579604,-0.2632790732931655,0.06541642089225956,0.3294462151410461,-0.30386140251418176,-0.09251546869588118,-0.12126235317352987,0.08376599859104014,-0.015777476666924695,0.18516157869847472,0.2131982771829552,0.10239509161926724,-0.08651125163650478
2013-09-23,0.23764894993961438,0.19297022182489573,-0.004891932238031291,0.27086883958365027,-0.30451117409105616,0.12329392205703037,0.47819880694090444,0.38442502556149755,-0.7821203225680249,0.07439286060831146,0.12329733025035694,0.10476980257605423,-0.25196555960423395,-0.39740625034489274,-0.25656039669479114,-0.38927030346651414,0.26158145386232595,0.024017237178659334
