,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.4158676973534345,0.33452510209271225,0.30014051915717643,0.3044417510927004,0.31516961468750965,0.31228115895483227,0.3112671110023948
