,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.26845561823718467,0.3371351707515132,0.3462919007469442,0.3375954357811013,0.33989790481876947,0.3394530824155532,0.33773454202960373
