,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.1283368750164405,0.5167959179358027,0.18719846613646374,0.21469588548208007,0.3422595887407147,0.3303020915776421,0.33254794032251045
