,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.35950218793463334,0.40269803857670217,0.4831399788153788,0.45730981934889964,0.3412386652340888,0.3457148185136049,0.3442421994384006
