,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.5209236528531744,0.31235351704296616,0.2765961089480808,0.2829498990944901,0.3091341173948388,0.27520415142208443,0.28041118078852156
