,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.37667562823841033,0.3273448139834873,0.321808089866886,0.3246064667343379,0.3328004449280546,0.3445075172946804,0.3406172743134435
