,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.2934831637081683,150.02700435456043,250.8573468630078,0.6598379929060687,0.3638316492592331,0.3257812245480375,0.3295664546747057
