,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.18504219690080034,0.3597804833615372,0.30839196987224154,0.3189091882878107,0.3575490954363125,0.33752262718432147,0.3411998615006244
