,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.3047253390750082,0.497313193476588,0.4627980313909842,0.4501268918151434,0.40641599974451803,0.33760030151367393,0.34867831459062343
