,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.12837132278484947,0.6063612789399581,0.4829051779749476,0.45740613618828274,0.34818148659909726,0.33100503118113994,0.33408892738407986
