,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.1674359081601978,0.5187044533912208,0.725349527831442,0.7372833323105893,0.36936558014546356,0.32988557458720824,0.33872529831197734
