,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.1950100357166649,0.5337469056237704,0.5580870340376204,0.5875093573269169,0.3914267291603591,0.3357507365644905,0.3475817832114065
