,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.16280398732570137,0.3411894713965296,0.3331864962208371,0.3332762514778897,0.3397766834205912,0.33757545203821054,0.3380643156776741
