,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.18611297426390622,0.3309590309657591,0.9383679881867573,1.222974940187264,0.32382007359748805,0.30904696485860356,0.30995161439088637
