,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.20422017762875316,0.3474444951912369,0.3288449326729519,0.33223043416650166,0.3507765854398462,0.3255778775429814,0.3298172774615403
