,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.15020557645426186,0.45514858075310394,1.6239732327965861,0.29605911447368854,0.3255684927342164,0.3177019495756646,0.31748943377534966
