,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.21159356625524145,0.328490873628031,1.1749364878537036,1.3467591581099858,0.3197848159777725,0.3130276177110404,0.3144288059484112
