,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.22899617969947622,0.32955728824931596,0.31190398430627836,0.31570877709297623,0.32253963072485176,0.32196872748942923,0.32120459927217776
