,mean,VARMA RMSE (test),VARMA RMSE (train),VARMA RMSE,ARIMA RMSE (test),ARIMA RMSE (train),ARIMA RMSE
0,0.1172166495352755,0.3251916889748246,0.2888469641754062,0.29635402596045224,0.32570205938032326,0.30605803883785726,0.3091578173262106
